Gene	sgRNA	NK_vs_Control|beta	NK_vs_Control|z	NK_vs_Control|p-value	NK_vs_Control|fdr	NK_vs_Control|wald-p-value	NK_vs_Control|wald-fdr
KIFC2	4	0.087814	0.70055	0.37785	0.9615	0.48358	1
KIFC3	4	0.051252	0.58247	0.62799	0.98493	0.56025	1
KIN	4	-0.14438	-0.64535	0.1137	0.83299	0.5187	1
KIR2DL1	4	-0.14236	-1.3025	0.11804	0.83945	0.19274	1
KIR2DL3	2	0.087742	0.5412	0.54142	0.97928	0.58837	1
KIR2DL4	4	-0.0025411	-0.030017	0.90654	0.99749	0.97605	1
KIR3DL1	4	0.11545	1.2958	0.24208	0.93393	0.19504	1
KIR3DL2	4	-0.083593	-0.75133	0.32592	0.94947	0.45245	1
KIR3DL3	4	0.080897	0.88373	0.41844	0.9678	0.37684	1
KIRREL	4	0.072374	1.0039	0.47303	0.97591	0.31543	1
KIRREL2	4	0.10134	1.2578	0.30279	0.93857	0.20847	1
KIRREL3	4	0.074541	0.7797	0.45797	0.96963	0.43557	1
KISS1	4	0.062948	0.75728	0.54059	0.97898	0.44888	1
KISS1R	4	0.11832	1.039	0.2304	0.92523	0.29881	1
KIT	4	0.0060319	0.056424	0.98371	0.99832	0.955	1
KITLG	4	-0.02797	-0.26193	0.69104	0.99129	0.79338	1
KL	4	-0.17751	-2.043	0.058935	0.69769	0.04105	1
KLB	4	0.062284	0.65149	0.54565	0.98057	0.51473	1
KLC1	4	-0.017006	-0.048574	0.78272	0.99276	0.96126	1
KLC2	4	-0.091364	-0.68256	0.28628	0.93752	0.49489	1
KLC3	4	-0.021433	-0.30445	0.74336	0.99276	0.76078	1
KLC4	4	0.073474	0.71469	0.46531	0.97291	0.4748	1
KLF1	4	-0.075174	-0.59528	0.36968	0.95987	0.55166	1
KLF10	4	-0.095092	-0.8404	0.27015	0.93425	0.40069	1
KLF11	4	0.016386	0.17843	0.92705	0.99749	0.85839	1
KLF12	4	0.10679	0.54435	0.27866	0.93549	0.5862	1
KLF13	4	0.031972	0.4834	0.78906	0.99276	0.62881	1
KLF14	4	-0.012324	-0.16954	0.82136	0.99276	0.86537	1
KLF15	4	0.057083	0.58681	0.58584	0.98163	0.55733	1
KLF16	4	0.12361	1.2659	0.21022	0.91105	0.20556	1
KLF17	4	0.067608	0.59995	0.50689	0.97749	0.54854	1
KLF2	4	0.06385	0.65803	0.53397	0.97782	0.51052	1
KLF3	4	-0.026881	-0.33858	0.70088	0.9916	0.73492	1
KLF4	4	0.0070306	0.092492	0.99138	0.99866	0.92631	1
KLF5	4	-0.074774	-0.66403	0.37235	0.96087	0.50667	1
KLF6	4	-0.0039444	-0.038853	0.89408	0.9953	0.96901	1
KLF7	4	0.01279	0.076617	0.95758	0.99788	0.93893	1
KLF8	4	-0.08557	-1.0007	0.31547	0.94361	0.31697	1
KLF9	4	0.064989	0.77154	0.52641	0.97782	0.44039	1
KLHDC1	4	0.027629	0.33186	0.82648	0.99276	0.73999	1
KLHDC10	4	0.082448	0.87842	0.40854	0.9678	0.37972	1
KLHDC2	4	-0.057885	-0.4231	0.4742	0.97647	0.67222	1
KLHDC3	4	0.060119	0.55536	0.5631	0.98163	0.57865	1
KLHDC4	4	0.00068448	0.0079255	0.93639	0.99749	0.99368	1
KLHDC7A	4	-0.10637	-1.1425	0.22345	0.91886	0.25324	1
KLHDC7B	4	-0.14643	-1.7874	0.10903	0.8236	0.073877	1
KLHDC8A	4	-0.0031946	-0.032139	0.90115	0.99662	0.97436	1
KLHDC8B	4	0.034519	0.40738	0.76621	0.99276	0.68373	1
KLHDC9	4	0.029236	0.2592	0.81213	0.99276	0.79548	1
KLHL1	4	0.0086209	0.10901	0.995	0.99922	0.9132	1
KLHL10	4	-0.034982	-0.31411	0.63349	0.98493	0.75343	1
KLHL11	4	-0.042695	-0.30794	0.57734	0.98163	0.75813	1
KLHL12	4	-0.10152	-0.58472	0.24397	0.93425	0.55873	1
KLHL13	4	0.0011258	0.013861	0.94006	0.99749	0.98894	1
KLHL14	4	0.0039453	0.037974	0.96586	0.99788	0.96971	1
KLHL15	4	-0.085109	-1.0276	0.31686	0.94386	0.30416	1
KLHL17	4	0.08179	0.92153	0.41277	0.9678	0.35678	1
KLHL18	4	-0.028836	-0.22942	0.68309	0.99092	0.81854	1
KLHL2	4	0.0040533	0.037834	0.96681	0.99788	0.96982	1
KLHL20	4	0.046705	0.47732	0.66485	0.98986	0.63314	1
KLHL21	4	0.0043433	0.047304	0.96909	0.99788	0.96227	1
KLHL22	4	0.25261	1.1006	0.013844	0.40224	0.27108	1
KLHL23	4	0.25557	2.219	0.012788	0.38591	0.026485	1
KLHL24	4	0.13805	1.0106	0.1599	0.87489	0.3122	1
KLHL25	4	0.075224	0.73164	0.45341	0.96924	0.46439	1
KLHL26	4	0.089737	1.0893	0.3664	0.95983	0.27604	1
KLHL28	4	-0.018755	-0.18182	0.76749	0.99276	0.85572	1
KLHL29	4	-0.053844	-0.56587	0.49967	0.97647	0.57148	1
KLHL3	4	-0.018954	-0.21556	0.76565	0.99276	0.82933	1
KLHL30	4	-0.030395	-0.28737	0.67058	0.9899	0.77383	1
KLHL31	4	0.036258	0.27029	0.7527	0.99276	0.78694	1
KLHL32	4	0.04892	0.54792	0.64711	0.98807	0.58374	1
KLHL33	4	0.082709	0.86791	0.40665	0.9678	0.38544	1
KLHL34	4	0.0093295	0.16026	0.98877	0.99832	0.87267	1
KLHL35	4	0.077768	0.90426	0.43673	0.9681	0.36586	1
KLHL36	4	0.039385	0.46889	0.72551	0.99256	0.63915	1
KLHL38	4	0.10094	0.71536	0.30418	0.93857	0.47439	1
KLHL4	4	-0.089321	-0.96932	0.29662	0.93857	0.33238	1
KLHL40	4	-0.01315	-0.19263	0.81358	0.99276	0.84725	1
KLHL41	4	0.058914	0.38806	0.57156	0.98163	0.69797	1
KLHL42	4	-0.0073232	-0.066894	0.86573	0.99445	0.94667	1
KLHL5	4	0.14933	0.83754	0.1301	0.8562	0.40229	1
KLHL6	4	0.0073914	0.065067	0.99516	0.99922	0.94812	1
KLHL7	4	0.043156	0.23373	0.69415	0.99129	0.8152	1
KLHL8	4	-0.22742	-2.0414	0.018792	0.46621	0.041214	1
KLHL9	4	0.034583	0.37028	0.76571	0.99276	0.71117	1
KLK1	4	-0.0098507	-0.11396	0.84288	0.99276	0.90927	1
KLK10	4	0.057117	0.78479	0.58534	0.98163	0.43258	1
KLK11	4	0.05183	0.57031	0.62371	0.98433	0.56847	1
KLK12	4	0.032228	0.27935	0.78706	0.99276	0.77998	1
KLK13	4	0.083762	0.77888	0.39959	0.96701	0.43605	1
KLK14	4	-0.081922	-1.2575	0.33387	0.95163	0.20857	1
KLK15	4	-0.093034	-0.70706	0.27888	0.93549	0.47953	1
KLK2	4	-0.024313	-0.24397	0.71973	0.99256	0.80725	1
KLK3	4	0.18415	1.337	0.061993	0.69769	0.18123	1
KLK4	4	0.033237	0.49637	0.77899	0.99276	0.61963	1
KLK5	4	0.062938	0.69913	0.54064	0.97898	0.48447	1
KLK6	4	0.16428	1.6186	0.095074	0.79767	0.10553	1
KLK7	4	0.11738	1.4432	0.23385	0.92799	0.14896	1
KLK8	4	0.020378	0.19866	0.89047	0.99516	0.84253	1
KLK9	4	-0.038566	-0.30236	0.6048	0.98163	0.76238	1
KLKB1	4	0.048937	0.47191	0.64695	0.98807	0.63699	1
KLLN	4	0.022442	0.21113	0.87179	0.99445	0.83278	1
KLRB1	4	0.0063253	0.058169	0.9861	0.99832	0.95361	1
KLRC1	4	0.11854	1.289	0.2294	0.92523	0.19741	1
KLRC2	3	0.17693	1.1973	0.1251	0.85077	0.23119	1
KLRC3	2	-0.1406	-1.3632	0.26237	0.93425	0.17281	1
KLRC4	4	0.040663	0.28404	0.71494	0.99183	0.77638	1
KLRD1	4	0.064803	0.56945	0.52763	0.97782	0.56905	1
KLRF1	4	-0.023452	-0.23071	0.72673	0.99256	0.81754	1
KLRF2	4	-0.19167	-1.1841	0.043979	0.6432	0.23639	1
KLRG1	4	-0.18658	-1.782	0.049205	0.6575	0.074756	1
KLRG2	4	-0.011855	-0.12162	0.82536	0.99276	0.9032	1
KLRK1	4	0.20005	1.2628	0.045091	0.64896	0.20667	1
KMO	4	0.0019956	0.020765	0.94779	0.99749	0.98343	1
KMT2A	4	0.065342	0.64694	0.52374	0.97782	0.51767	1
KMT2B	4	0.067198	0.48817	0.50951	0.97782	0.62543	1
KMT2C	4	-0.27359	-1.9466	0.0060047	0.27835	0.051577	1
KMT2D	4	-0.069896	-0.51399	0.40014	0.96701	0.60726	1
KMT2E	4	-0.12565	-0.92236	0.16085	0.87489	0.35634	1
KNCN	4	-0.010301	-0.10773	0.83932	0.99276	0.91421	1
KNDC1	4	-0.059426	-0.82077	0.46375	0.97181	0.41178	1
KNG1	4	0.063076	0.62502	0.53992	0.97898	0.53196	1
KNOP1	4	0.041074	0.52446	0.71139	0.99183	0.59996	1
KNSTRN	4	0.025765	0.25689	0.84204	0.99276	0.79727	1
KNTC1	4	0.10768	1.0013	0.27488	0.93545	0.31669	1
KPNA1	4	-0.094233	-1.0744	0.27343	0.93427	0.28265	1
KPNA2	4	0.13081	1.2553	0.18231	0.88267	0.20936	1
KPNA3	4	0.1386	1.5085	0.15773	0.87489	0.13142	1
KPNA4	4	0.2234	0.97965	0.02741	0.54475	0.32726	1
KPNA5	4	0.040485	0.35915	0.71661	0.99223	0.71948	1
KPNA6	4	-0.020783	-0.21832	0.74947	0.99276	0.82718	1
KPNA7	4	-0.1432	-1.531	0.11592	0.83601	0.12578	1
KPNB1	4	0.32248	1.0872	0.0032247	0.19863	0.27693	1
KPRP	4	0.055152	0.66027	0.60019	0.98163	0.50908	1
KPTN	4	0.03721	0.33586	0.74419	0.99276	0.73698	1
KRAS	4	-0.072852	-0.41688	0.38285	0.9615	0.67676	1
KRBA2	4	-0.042152	-0.44674	0.58062	0.98163	0.65506	1
KRBOX1	4	0.0028486	0.029617	0.95574	0.99788	0.97637	1
KRBOX4	4	-0.22401	-1.741	0.020516	0.47903	0.081686	1
KRCC1	4	-0.12671	-1.3772	0.15768	0.87489	0.16844	1
KREMEN1	4	0.071963	0.86994	0.4757	0.97647	0.38433	1
KREMEN2	4	0.029571	0.38171	0.80941	0.99276	0.70268	1
KRIT1	4	0.10469	1.0493	0.28689	0.93752	0.29402	1
KRR1	4	0.068327	0.33625	0.50161	0.97658	0.73668	1
KRT1	4	-0.12946	-1.3981	0.15123	0.87124	0.16208	1
KRT10	4	-0.0083317	-0.10435	0.85583	0.99362	0.91689	1
KRT12	4	-0.091783	-0.92939	0.28389	0.93619	0.35269	1
KRT13	4	-0.022689	-0.12895	0.73335	0.99276	0.8974	1
KRT14	4	-0.076388	-0.94822	0.36323	0.95907	0.34302	1
KRT15	4	0.10172	0.96644	0.30085	0.93857	0.33382	1
KRT16	4	-0.099258	-1.2887	0.25225	0.93425	0.19752	1
KRT17	1	0.091207	0.46732	0.63199	0.98493	0.64027	1
KRT18	4	-0.16114	-1.6796	0.080896	0.77188	0.093041	1
KRT19	4	0.091453	1.0153	0.35661	0.95672	0.30996	1
KRT2	4	0.07475	0.68595	0.45658	0.96963	0.49274	1
KRT20	4	-0.061228	-0.63233	0.45185	0.96924	0.52717	1
KRT222	4	0.08972	0.77325	0.36651	0.95983	0.43938	1
KRT23	4	-0.063668	-0.58049	0.43617	0.9678	0.56158	1
KRT24	4	0.061573	0.8013	0.55121	0.98057	0.42296	1
KRT25	4	0.0043139	0.050437	0.96898	0.99788	0.95977	1
KRT26	4	0.071406	0.67138	0.4796	0.97647	0.50198	1
KRT27	4	-0.062642	-0.53386	0.44229	0.96897	0.59344	1
KRT28	4	0.13088	1.2781	0.18214	0.88267	0.20121	1
KRT3	4	-0.04104	-0.50989	0.5884	0.98163	0.61013	1
KRT31	4	-0.13651	-1.2929	0.13155	0.85714	0.19604	1
KRT32	4	-0.037644	-0.4434	0.61103	0.98204	0.65748	1
KRT33A	4	0.052935	0.55663	0.61565	0.98418	0.57778	1
KRT33B	3	-0.14142	-1.1811	0.17074	0.87618	0.23756	1
KRT34	4	0.099709	1.106	0.31052	0.94195	0.26874	1
KRT35	4	-0.10433	-1.2266	0.23174	0.92581	0.21997	1
KRT36	4	-0.054204	-0.70048	0.49728	0.97647	0.48363	1
KRT37	4	0.043865	0.43193	0.68804	0.99111	0.66579	1
KRT38	4	0.017633	0.22218	0.91471	0.99749	0.82417	1
KRT39	4	-0.1006	-0.95765	0.24819	0.93425	0.33824	1
KRT4	4	-0.09665	-0.65994	0.26404	0.93425	0.50929	1
KRT40	4	0.072859	0.93033	0.46914	0.97324	0.3522	1
KRT5	4	0.027824	0.28731	0.82581	0.99276	0.77387	1
KRT6A	3	-0.18181	-1.3058	0.088124	0.79131	0.19162	1
KRT6B	2	0.12354	1.0311	0.37501	0.96087	0.30252	1
KRT6C	2	-0.12998	-0.93172	0.29573	0.93857	0.35148	1
KRT7	4	-0.094917	-1.2459	0.27099	0.93425	0.21279	1
KRT71	4	-0.068489	-0.7327	0.40843	0.9678	0.46374	1
KRT72	4	-0.044474	-0.33283	0.56433	0.98163	0.73926	1
KRT73	4	-0.087961	-0.73514	0.3034	0.93857	0.46226	1
KRT74	4	0.079338	1.0563	0.42722	0.9678	0.29082	1
KRT75	4	-0.1602	-1.4729	0.082731	0.77981	0.14077	1
KRT76	4	-0.29174	-2.2144	0.0039475	0.2283	0.026798	1
KRT77	4	-0.0094584	-0.081794	0.84655	0.99276	0.93481	1
KRT78	4	-0.005388	-0.048251	0.88119	0.99473	0.96152	1
KRT79	4	-0.081392	-0.95243	0.33609	0.95163	0.34088	1
KRT8	4	-0.044935	-0.2928	0.56071	0.98163	0.76968	1
KRT80	4	-0.046635	-0.3736	0.54926	0.98057	0.7087	1
KRT81	1	-0.42472	-1.9353	0.058268	0.69769	0.052951	1
KRT82	4	0.14773	1.255	0.13466	0.86037	0.20948	1
KRT83	3	-0.2417	-1.674	0.031636	0.57229	0.094129	1
KRT84	4	-0.0062914	-0.078158	0.87368	0.99445	0.9377	1
KRT85	4	-0.031521	-0.32089	0.66118	0.98986	0.74829	1
KRT86	2	-0.43526	-1.6251	0.007895	0.31317	0.10415	1
KRT9	4	-0.14583	-1.9315	0.11036	0.82717	0.053419	1
KRTAP1-1	4	0.018195	0.21928	0.90987	0.99749	0.82643	1
KRTAP1-3	2	-0.13189	-2.1229	0.28906	0.93857	0.033762	1
KRTAP1-4	4	0.0098267	0.12971	0.98399	0.99832	0.8968	1
KRTAP1-5	3	-0.034397	-0.51468	0.69348	0.99129	0.60678	1
KRTAP10-1	1	0.18331	1.7085	0.32308	0.94736	0.087546	1
KRTAP10-10	4	0.048884	0.56619	0.64739	0.98807	0.57127	1
KRTAP10-11	4	0.045718	0.42639	0.67286	0.9899	0.66982	1
KRTAP10-12	2	-0.10109	-0.77282	0.39903	0.96701	0.43963	1
KRTAP10-2	2	-0.10031	-0.63366	0.40176	0.96761	0.5263	1
KRTAP10-3	3	0.13	1.0641	0.25231	0.93425	0.28729	1
KRTAP10-4	2	-0.035184	-0.21815	0.72862	0.99258	0.82731	1
KRTAP10-5	2	-0.17987	-1.4366	0.16568	0.87618	0.15082	1
KRTAP10-6	1	-0.034366	-0.20807	0.79695	0.99276	0.83517	1
KRTAP10-8	4	0.013186	0.13515	0.95402	0.99788	0.89249	1
KRTAP10-9	2	0.032617	0.27781	0.85639	0.99362	0.78116	1
KRTAP11-1	4	-0.086766	-0.87224	0.30885	0.94169	0.38308	1
KRTAP12-1	3	-0.029281	-0.38437	0.72951	0.99276	0.7007	1
KRTAP12-2	4	0.0023443	0.037095	0.95068	0.99749	0.97041	1
KRTAP12-3	4	0.014613	0.12205	0.94101	0.99749	0.90286	1
KRTAP12-4	4	0.027037	0.32175	0.83148	0.99276	0.74765	1
KRTAP13-1	4	0.11971	1.4417	0.2244	0.91886	0.14938	1
KRTAP13-2	4	-0.030372	-0.44609	0.67086	0.9899	0.65553	1
KRTAP13-3	4	-0.2312	-2.1188	0.017013	0.43652	0.034108	1
KRTAP13-4	4	-0.079115	-1.1097	0.3476	0.95655	0.26711	1
KRTAP15-1	4	0.0022404	0.016969	0.94991	0.99749	0.98646	1
KRTAP16-1	4	-0.01894	-0.20998	0.76565	0.99276	0.83369	1
KRTAP17-1	4	-0.1614	-1.5834	0.080563	0.77164	0.11332	1
KRTAP19-1	4	0.19183	1.5295	0.053264	0.6756	0.12614	1
KRTAP19-2	2	0.060329	0.42099	0.68564	0.99092	0.67376	1
KRTAP19-3	3	0.15224	1.7164	0.18314	0.88301	0.086092	1
KRTAP19-4	3	-0.050289	-0.544	0.58751	0.98163	0.58644	1
KRTAP19-5	3	-0.056193	-0.59092	0.55249	0.98057	0.55458	1
KRTAP19-6	3	0.17446	1.3083	0.12977	0.85589	0.19077	1
KRTAP19-7	3	0.20649	1.2766	0.074502	0.74693	0.20174	1
KRTAP19-8	3	0.095148	0.85107	0.4032	0.9678	0.39473	1
KRTAP20-1	3	-0.00035138	-0.0033287	0.94062	0.99749	0.99734	1
KRTAP20-2	4	0.159	1.2415	0.10564	0.81508	0.21441	1
KRTAP20-3	1	-0.039887	-0.49914	0.7756	0.99276	0.61768	1
KRTAP21-1	3	-0.038445	-0.27401	0.66691	0.98986	0.78408	1
KRTAP21-2	4	-0.028043	-0.2956	0.69048	0.99129	0.76754	1
KRTAP21-3	2	0.23355	1.177	0.1008	0.81082	0.23921	1
KRTAP22-1	2	0.050673	0.57976	0.74569	0.99276	0.56208	1
KRTAP22-2	1	0.21476	1.6244	0.25525	0.93425	0.1043	1
KRTAP23-1	3	0.032444	0.27285	0.80818	0.99276	0.78497	1
KRTAP24-1	4	0.16512	1.3586	0.093295	0.79767	0.17428	1
KRTAP25-1	4	0.12739	0.66032	0.19471	0.89634	0.50905	1
KRTAP26-1	4	-0.15719	-2.3868	0.088513	0.79295	0.016995	1
KRTAP27-1	4	0.060239	0.41622	0.56233	0.98163	0.67725	1
KRTAP29-1	4	-0.098959	-1.0152	0.25331	0.93425	0.31001	1
KRTAP3-1	4	-0.034441	-0.36665	0.63777	0.98557	0.71388	1
KRTAP3-2	2	0.1465	0.83736	0.28889	0.93857	0.40239	1
KRTAP3-3	2	-0.017422	-0.20163	0.83493	0.99276	0.84021	1
KRTAP4-11	4	-0.24633	-1.2257	0.011898	0.37478	0.22032	1
KRTAP4-12	1	0.15526	0.71018	0.39887	0.96701	0.47759	1
KRTAP4-2	3	-0.27524	-1.8728	0.01907	0.47035	0.061098	1
KRTAP4-4	1	-0.50637	-1.8716	0.038474	0.61111	0.061259	1
KRTAP4-5	3	-0.10844	-1.3143	0.28367	0.93619	0.18873	1
KRTAP4-6	3	0.0061173	0.032278	0.98855	0.99832	0.97425	1
KRTAP4-7	4	-0.11265	-0.75054	0.20016	0.89968	0.45293	1
KRTAP4-8	2	-0.072346	-0.48423	0.52747	0.97782	0.62823	1
KRTAP4-9	4	0.10364	0.79758	0.29267	0.93857	0.42511	1
KRTAP5-1	3	-0.024824	-0.16657	0.76282	0.99276	0.86771	1
KRTAP5-10	3	0.21199	0.8147	0.066885	0.7148	0.41525	1
KRTAP5-11	3	0.017452	0.09566	0.92416	0.99749	0.92379	1
KRTAP5-2	4	0.074176	0.73619	0.46058	0.97053	0.46162	1
KRTAP5-3	3	0.014918	0.12703	0.94334	0.99749	0.89892	1
KRTAP5-5	4	0.014041	0.086727	0.9459	0.99749	0.93089	1
KRTAP5-6	3	-0.070233	-0.3181	0.46892	0.97324	0.75041	1
KRTAP5-7	1	-0.11777	-0.61815	0.47576	0.97647	0.53648	1
KRTAP5-8	3	0.16054	0.53119	0.16157	0.87489	0.59529	1
KRTAP5-9	4	0.17608	1.6611	0.074947	0.74834	0.096686	1
KRTAP6-1	4	9.0004e-05	0.0010317	0.93033	0.99749	0.99918	1
KRTAP6-2	2	-0.064429	-0.49676	0.56683	0.98163	0.61936	1
KRTAP8-1	2	-0.098757	-0.91838	0.40815	0.9678	0.35842	1
KRTAP9-1	3	0.15867	1.1029	0.16657	0.87618	0.27009	1
KRTAP9-2	1	-0.032101	-0.19891	0.80652	0.99276	0.84234	1
KRTAP9-3	2	-0.020704	-0.11647	0.81447	0.99276	0.90728	1
KRTAP9-4	2	0.06595	0.21668	0.65401	0.98857	0.82846	1
KRTAP9-6	2	-0.12633	-0.73491	0.30674	0.93978	0.46239	1
KRTAP9-7	1	0.0057887	0.059778	0.98799	0.99832	0.95233	1
KRTAP9-8	1	0.13368	0.98779	0.47215	0.9752	0.32325	1
KRTAP9-9	4	0.021809	0.28251	0.87702	0.99445	0.77755	1
KRTCAP2	4	-0.0098723	-0.10739	0.84266	0.99276	0.91448	1
KRTCAP3	4	0.012575	0.17232	0.95975	0.99788	0.86319	1
KRTDAP	4	-0.016301	-0.14429	0.7885	0.99276	0.88527	1
KSR1	4	-0.099249	-0.82676	0.25231	0.93425	0.40837	1
KSR2	4	0.023207	0.34118	0.86417	0.99445	0.73297	1
KTI12	4	-0.089132	-0.70938	0.29756	0.93857	0.47809	1
KTN1	4	-0.037426	-0.28969	0.61292	0.98244	0.77205	1
KXD1	4	0.057386	0.50302	0.58362	0.98163	0.61495	1
KY	4	-0.042129	-0.47522	0.58067	0.98163	0.63463	1
KYNU	4	0.16349	1.2772	0.096408	0.79963	0.20154	1
L1CAM	4	0.015287	0.18143	0.93617	0.99749	0.85603	1
L1TD1	4	-0.084275	-0.60828	0.32186	0.94669	0.543	1
L2HGDH	4	-0.066353	-0.48932	0.42066	0.9678	0.62462	1
L3HYPDH	4	-0.05307	-0.75372	0.50484	0.97658	0.45102	1
L3MBTL1	4	0.03937	0.41244	0.72556	0.99256	0.68002	1
L3MBTL2	4	-0.24908	-2.313	0.01112	0.36232	0.020721	1
L3MBTL3	4	-0.24805	-2.1302	0.011287	0.36577	0.033152	1
L3MBTL4	4	0.10159	1.0588	0.30157	0.93857	0.28971	1
LACC1	4	0.17751	1.0332	0.072278	0.73363	0.30152	1
LACE1	4	-0.12532	-0.83246	0.16151	0.87489	0.40515	1
LACRT	4	0.10147	1.1706	0.30224	0.93857	0.24177	1
LACTB	4	0.10829	1.1759	0.27243	0.93425	0.23965	1
LACTB2	4	0.085723	0.59458	0.38791	0.96172	0.55213	1
LAD1	4	0.03101	0.3899	0.7979	0.99276	0.69661	1
LAG3	4	-0.026902	-0.34348	0.70077	0.9916	0.73124	1
LAGE3	4	0.024447	0.17561	0.85277	0.99321	0.8606	1
LAIR1	4	0.064954	0.65433	0.52652	0.97782	0.5129	1
LAIR2	4	-0.083243	-0.74545	0.32764	0.95048	0.456	1
LALBA	4	0.0072221	0.071943	0.99349	0.99905	0.94265	1
LAMA1	4	-0.12631	-1.8569	0.15862	0.87489	0.063325	1
LAMA2	4	0.070049	0.79506	0.48949	0.97647	0.42658	1
LAMA3	4	-0.076848	-0.76486	0.36028	0.95746	0.44436	1
LAMA4	4	0.24592	1.7402	0.016624	0.43396	0.081815	1
LAMA5	4	0.05534	0.52922	0.59869	0.98163	0.59665	1
LAMB1	4	0.016331	0.19071	0.92767	0.99749	0.84875	1
LAMB2	4	-0.057855	-0.68986	0.47431	0.97647	0.49028	1
LAMB3	4	-0.11865	-1.5849	0.18053	0.88267	0.113	1
LAMB4	4	0.054213	0.3101	0.60603	0.98163	0.75649	1
LAMC1	4	0.010592	0.1059	0.97693	0.99832	0.91566	1
LAMC2	4	0.096892	1.0855	0.32581	0.94947	0.27771	1
LAMC3	4	-0.019666	-0.093414	0.75909	0.99276	0.92557	1
LAMP1	4	0.063326	0.56714	0.53847	0.97898	0.57062	1
LAMP2	4	-0.098325	-1.3606	0.25592	0.93425	0.17364	1
LAMP3	4	0.036374	0.38743	0.75153	0.99276	0.69844	1
LAMP5	4	-0.01827	-0.19753	0.77143	0.99276	0.84341	1
LAMTOR1	4	-0.18387	-1.6378	0.051762	0.6722	0.10145	1
LAMTOR2	4	-0.10853	-1.1186	0.21506	0.91489	0.26333	1
LAMTOR3	4	-0.3181	-1.5458	0.0020572	0.15417	0.12214	1
LAMTOR4	4	-0.28239	-2.444	0.0052263	0.26039	0.014526	1
LAMTOR5	4	-0.18741	-1.5261	0.048482	0.65324	0.12698	1
LANCL1	4	0.028544	0.28884	0.8188	0.99276	0.7727	1
LANCL2	4	-0.096118	-1.1685	0.26593	0.93425	0.24262	1
LANCL3	4	-0.066633	-0.86941	0.4191	0.9678	0.38462	1
LAP3	4	-0.069698	-0.55652	0.4012	0.96717	0.57786	1
LAPTM4A	4	0.027353	0.4014	0.82853	0.99276	0.68813	1
LAPTM4B	4	0.055232	0.60029	0.59963	0.98163	0.54831	1
LAPTM5	4	0.037925	0.40105	0.7378	0.99276	0.68838	1
LARGE	4	0.032484	0.36992	0.78461	0.99276	0.71145	1
LARP1	4	0.034406	0.24651	0.76732	0.99276	0.80528	1
LARP1B	4	0.14171	0.56935	0.14989	0.86866	0.56912	1
LARP4	4	0.1428	0.96287	0.14689	0.86737	0.33561	1
LARP4B	4	-0.042843	-0.41892	0.57645	0.98163	0.67527	1
LARP6	4	0.095133	0.96689	0.33537	0.95163	0.3336	1
LARP7	4	-0.011045	-0.076986	0.8332	0.99276	0.93863	1
LARS	4	0.0014503	0.003952	0.94323	0.99749	0.99685	1
LARS2	4	-0.059552	-0.3536	0.46292	0.97153	0.72364	1
LAS1L	4	-0.05487	-0.1926	0.49305	0.97647	0.84728	1
LASP1	4	-0.055462	-0.75381	0.48949	0.97647	0.45097	1
LAT	4	-0.069778	-0.5835	0.4007	0.96701	0.55956	1
LAT2	4	0.19031	2.2522	0.055098	0.68581	0.024307	1
LATS1	4	-0.050954	-0.51802	0.52029	0.97782	0.60444	1
LATS2	4	0.052018	0.46692	0.62226	0.98433	0.64056	1
LAX1	4	0.0080026	0.049258	0.99983	0.99983	0.96071	1
LAYN	4	0.16282	1.1545	0.098187	0.80273	0.24831	1
LBH	4	0.075887	0.6106	0.44957	0.96924	0.54146	1
LBP	4	-0.13412	-1.6327	0.13816	0.86241	0.10253	1
LBR	4	0.034527	0.32544	0.76615	0.99276	0.74485	1
LBX1	4	-0.030095	-0.38564	0.67347	0.9899	0.69977	1
LBX2	4	0.10176	1.2115	0.30073	0.93857	0.22569	1
LCA5	4	-0.096194	-1.0515	0.2656	0.93425	0.29301	1
LCA5L	4	-0.040414	-0.27282	0.59241	0.98163	0.78499	1
LCAT	4	0.029949	0.23696	0.80674	0.99276	0.81269	1
LCE1A	2	0.031207	0.16655	0.86373	0.99445	0.86772	1
LCE1B	3	0.070497	0.44612	0.54542	0.98057	0.65551	1
LCE1C	1	0.18054	1.0531	0.32998	0.95163	0.29229	1
LCE1E	1	0.12875	0.52673	0.49122	0.97647	0.59838	1
LCE1F	3	0.22729	1.1949	0.050317	0.66203	0.23213	1
LCE2A	4	-0.13594	-0.76956	0.13321	0.8594	0.44156	1
LCE2B	2	0.03289	0.15867	0.85455	0.99347	0.87393	1
LCE2C	2	-0.0056153	-0.024968	0.90292	0.99675	0.98008	1
LCE2D	2	0.040335	0.15977	0.80763	0.99276	0.87306	1
LCE3A	4	-0.056601	-0.93384	0.48204	0.97647	0.35038	1
LCE3B	4	-0.09018	-0.9743	0.29223	0.93857	0.32991	1
LCE3C	4	0.031297	0.22168	0.79562	0.99276	0.82457	1
LCE3D	2	0.20372	1.5792	0.14617	0.86689	0.1143	1
LCE4A	4	0.10149	1.339	0.30212	0.93857	0.18057	1
LCE5A	4	-0.10775	-0.91123	0.21806	0.91595	0.36217	1
LCE6A	4	0.1213	0.89618	0.21906	0.91713	0.37016	1
LCK	4	0.14475	0.96071	0.14194	0.86244	0.3367	1
LCLAT1	4	0.018619	0.18422	0.90626	0.99749	0.85384	1
