Gene	sgRNA	NK_vs_Control|beta	NK_vs_Control|z	NK_vs_Control|p-value	NK_vs_Control|fdr	NK_vs_Control|wald-p-value	NK_vs_Control|wald-fdr
KRT33B	3	-0.14187	-1.1848	0.17408	0.86571	0.23609	1
KRT34	5	0.038976	0.51345	0.70016	0.98304	0.60764	1
KRT35	5	-0.089115	-1.2195	0.24808	0.91886	0.22264	1
KRT36	5	-0.041485	-0.55103	0.54776	0.97149	0.58161	1
KRT37	5	-0.022565	-0.26672	0.71367	0.98475	0.78968	1
KRT38	5	0.03581	0.38208	0.72896	0.98675	0.7024	1
KRT39	5	-0.067132	-0.74631	0.36673	0.95115	0.45548	1
KRT4	5	-0.088577	-0.74784	0.25042	0.91936	0.45456	1
KRT40	5	0.10413	1.4194	0.24085	0.91549	0.15579	1
KRT5	5	0.044618	0.51615	0.64789	0.98027	0.60575	1
KRT6A	3	-0.18244	-1.3102	0.092294	0.75764	0.19014	1
KRT6B	2	0.12295	1.0284	0.36139	0.95098	0.30377	1
KRT6C	2	-0.1306	-0.9362	0.29251	0.93036	0.34917	1
KRT7	5	-0.13691	-1.4108	0.090626	0.75497	0.15831	1
KRT71	5	-0.08903	-1.1338	0.24864	0.91936	0.2569	1
KRT72	5	-0.026794	-0.24024	0.6758	0.98282	0.81015	1
KRT73	5	-0.09815	-0.98439	0.20772	0.8872	0.32493	1
KRT74	5	0.042313	0.60326	0.66969	0.98282	0.54633	1
KRT75	5	-0.13588	-1.4541	0.092961	0.76022	0.14592	1
KRT76	5	-0.21815	-1.9674	0.011731	0.33072	0.049141	1
KRT77	5	-0.023994	-0.23534	0.70105	0.98304	0.81395	1
KRT78	5	-0.016467	-0.16042	0.76749	0.98897	0.87255	1
KRT79	5	-0.10661	-1.2073	0.1758	0.86644	0.2273	1
KRT8	5	0.018154	0.14074	0.89831	0.99778	0.88807	1
KRT80	5	-0.051438	-0.46449	0.47053	0.96346	0.64229	1
KRT81	1	-0.42549	-1.9383	0.056544	0.64043	0.052588	1
KRT82	5	0.1554	1.5715	0.080007	0.72499	0.11606	1
KRT83	3	-0.24229	-1.6787	0.033026	0.52102	0.093208	1
KRT84	5	-0.0071839	-0.10521	0.85327	0.99301	0.91621	1
KRT85	5	-0.0088672	-0.10663	0.83721	0.99235	0.91508	1
KRT86	2	-0.43562	-1.626	0.0090626	0.29799	0.10395	1
KRT9	5	-0.13937	-2.0549	0.0859	0.73996	0.039886	1
KRTAP1-1	5	8.698e-05	0.0011502	0.92578	0.99848	0.99908	1
KRTAP1-3	2	-0.13246	-2.1265	0.28611	0.93036	0.033466	1
KRTAP1-4	4	0.0093711	0.12374	0.99372	0.99944	0.90152	1
KRTAP1-5	3	-0.034869	-0.52193	0.68442	0.98282	0.60172	1
KRTAP10-1	1	0.18275	1.7024	0.32614	0.9426	0.088674	1
KRTAP10-10	4	0.048234	0.55909	0.6574	0.9807	0.5761	1
KRTAP10-11	4	0.045304	0.42223	0.67975	0.98282	0.67285	1
KRTAP10-12	2	-0.10153	-0.7758	0.39931	0.95627	0.43787	1
KRTAP10-2	2	-0.10075	-0.63657	0.40231	0.95627	0.5244	1
KRTAP10-3	3	0.12971	1.0621	0.24997	0.91936	0.28818	1
KRTAP10-4	2	-0.035589	-0.22053	0.72873	0.9866	0.82546	1
KRTAP10-5	2	-0.18055	-1.4419	0.16513	0.85903	0.14933	1
KRTAP10-6	1	-0.034922	-0.21144	0.789	0.99126	0.83254	1
KRTAP10-8	5	0.014995	0.12993	0.92995	0.99848	0.89662	1
KRTAP10-9	2	0.031922	0.27193	0.85094	0.99261	0.78567	1
KRTAP11-1	5	0.027164	0.262	0.81041	0.9915	0.79332	1
KRTAP12-1	3	-0.02994	-0.39359	0.71923	0.98522	0.69388	1
KRTAP12-2	4	0.0017829	0.028188	0.94357	0.99848	0.97751	1
KRTAP12-3	5	0.010511	0.10757	0.97615	0.99927	0.91434	1
KRTAP12-4	5	-0.0019785	-0.024531	0.90587	0.99801	0.98043	1
KRTAP13-1	4	0.11923	1.4368	0.22807	0.90319	0.15076	1
KRTAP13-2	4	-0.030795	-0.45176	0.66874	0.98282	0.65144	1
KRTAP13-3	4	-0.23169	-2.1215	0.018236	0.40098	0.033877	1
KRTAP13-4	5	-0.12933	-0.56417	0.10764	0.78988	0.57264	1
KRTAP15-1	5	-0.020453	-0.18546	0.73151	0.98702	0.85287	1
KRTAP16-1	5	-0.0097154	-0.11788	0.82942	0.99234	0.90616	1
KRTAP17-1	5	-0.080979	-0.63133	0.28733	0.93036	0.52782	1
KRTAP19-1	5	0.15201	1.4276	0.086067	0.73996	0.1534	1
KRTAP19-2	2	0.059926	0.41789	0.68136	0.98282	0.67603	1
KRTAP19-3	3	0.15178	1.7129	0.17869	0.86644	0.086735	1
KRTAP19-4	3	-0.050792	-0.54971	0.57561	0.9733	0.58252	1
KRTAP19-5	3	-0.05668	-0.59608	0.53909	0.97091	0.55112	1
KRTAP19-6	3	0.17407	1.3049	0.12043	0.80812	0.19194	1
KRTAP19-7	3	0.20589	1.2741	0.068387	0.68981	0.20263	1
KRTAP19-8	3	0.094487	0.84534	0.40543	0.95627	0.39792	1
KRTAP20-1	3	-0.00087503	-0.0082983	0.93206	0.99848	0.99338	1
KRTAP20-2	4	0.15847	1.2371	0.10669	0.78665	0.21603	1
KRTAP20-3	1	-0.040286	-0.5041	0.76604	0.98897	0.61419	1
KRTAP21-1	3	-0.038915	-0.27728	0.65518	0.9807	0.78157	1
KRTAP21-2	5	0.040426	0.35981	0.68753	0.98282	0.71899	1
KRTAP21-3	2	0.233	1.1754	0.094518	0.76336	0.23984	1
KRTAP22-1	2	0.050016	0.57248	0.74158	0.98722	0.56699	1
KRTAP22-2	1	0.21416	1.6205	0.25464	0.91993	0.10513	1
KRTAP23-1	3	0.032003	0.26907	0.82181	0.99234	0.78787	1
KRTAP24-1	5	0.16056	1.5783	0.071	0.69853	0.1145	1
KRTAP25-1	5	0.086826	0.54694	0.33181	0.94356	0.58442	1
KRTAP26-1	5	-0.10313	-1.7398	0.18753	0.87052	0.081888	1
KRTAP27-1	5	0.023168	0.19292	0.8481	0.99252	0.84702	1
KRTAP29-1	5	-0.086302	-1.0517	0.26109	0.92181	0.29293	1
KRTAP3-1	5	-0.016446	-0.19608	0.76765	0.98897	0.84455	1
KRTAP3-2	2	0.14599	0.83381	0.27672	0.92888	0.40439	1
KRTAP3-3	2	-0.018039	-0.20869	0.83515	0.99234	0.83469	1
KRTAP4-11	4	-0.24664	-1.227	0.012343	0.33945	0.21982	1
KRTAP4-12	1	0.15492	0.70868	0.40203	0.95627	0.47852	1
KRTAP4-2	3	-0.27567	-1.8748	0.018403	0.40317	0.060814	1
KRTAP4-4	1	-0.50691	-1.8745	0.038864	0.55831	0.060865	1
KRTAP4-5	3	-0.10883	-1.3197	0.27672	0.92888	0.18693	1
KRTAP4-6	3	0.0054536	0.02878	0.98232	0.99927	0.97704	1
KRTAP4-7	4	-0.11321	-0.75418	0.19771	0.8783	0.45074	1
KRTAP4-8	2	-0.072809	-0.48687	0.52635	0.96859	0.62635	1
KRTAP4-9	4	0.10302	0.79307	0.29912	0.93498	0.42774	1
KRTAP5-1	3	-0.025404	-0.17057	0.74886	0.98722	0.86456	1
KRTAP5-10	3	0.2112	0.81221	0.062604	0.66373	0.41667	1
KRTAP5-11	3	0.017005	0.093208	0.93095	0.99848	0.92574	1
KRTAP5-2	4	0.073704	0.73198	0.47231	0.96371	0.46418	1
KRTAP5-3	3	0.01436	0.12241	0.95174	0.99854	0.90258	1
KRTAP5-5	4	0.013628	0.08421	0.95652	0.99873	0.93289	1
KRTAP5-6	3	-0.070785	-0.32074	0.45502	0.96038	0.7484	1
KRTAP5-7	1	-0.11854	-0.62243	0.46636	0.96139	0.53366	1
KRTAP5-8	3	0.16	0.52956	0.15507	0.84941	0.59641	1
KRTAP5-9	4	0.17554	1.6571	0.075281	0.70964	0.097494	1
KRTAP6-1	4	-0.00023678	-0.0027137	0.92694	0.99848	0.99783	1
KRTAP6-2	2	-0.064924	-0.50031	0.56616	0.9733	0.61686	1
KRTAP8-1	2	-0.099241	-0.92139	0.40771	0.95643	0.35685	1
KRTAP9-1	3	0.1581	1.0997	0.16046	0.85359	0.27147	1
KRTAP9-2	1	-0.032798	-0.20297	0.79929	0.99126	0.83916	1
KRTAP9-3	2	-0.021078	-0.11864	0.81552	0.99234	0.90556	1
KRTAP9-4	2	0.065793	0.21602	0.64417	0.97922	0.82897	1
KRTAP9-6	2	-0.12669	-0.73718	0.30357	0.93498	0.46101	1
KRTAP9-7	1	0.0053095	0.054632	0.9826	0.99927	0.95643	1
KRTAP9-8	1	0.13309	0.98464	0.47331	0.96371	0.3248	1
KRTAP9-9	4	0.021326	0.27643	0.88491	0.99763	0.78221	1
KRTCAP2	5	0.0097884	0.12829	0.98371	0.99927	0.89792	1
KRTCAP3	5	0.027921	0.41487	0.80296	0.99126	0.67824	1
KRTDAP	5	-0.039749	-0.41774	0.56238	0.9733	0.67614	1
KSR1	5	-0.12148	-1.1509	0.12799	0.81834	0.24978	1
KSR2	5	0.014167	0.23818	0.93906	0.99848	0.81174	1
KTI12	5	-0.077621	-0.72401	0.30585	0.93602	0.46906	1
KTN1	5	0.0038966	0.034735	0.96064	0.99873	0.97229	1
KXD1	5	0.039037	0.42337	0.69938	0.98282	0.67203	1
KY	5	-0.043452	-0.59512	0.53141	0.97056	0.55176	1
KYNU	4	0.16299	1.2739	0.097743	0.77031	0.2027	1
L1CAM	5	0.05379	0.72954	0.56772	0.9733	0.46567	1
L1TD1	5	0.021764	0.16949	0.86234	0.99354	0.86541	1
L2HGDH	5	-0.051489	-0.44937	0.47031	0.96345	0.65317	1
L3HYPDH	5	-0.029991	-0.50973	0.64828	0.98027	0.61024	1
L3MBTL1	5	-0.0076748	-0.086802	0.84827	0.99252	0.93083	1
L3MBTL2	5	-0.22596	-2.5219	0.010286	0.31728	0.011671	1
L3MBTL3	5	-0.22265	-2.0668	0.010786	0.31751	0.03875	1
L3MBTL4	5	0.044648	0.532	0.64745	0.98027	0.59473	1
LACC1	5	0.10413	0.75967	0.24085	0.91549	0.44745	1
LACE1	5	-0.10421	-0.844	0.18348	0.86979	0.39867	1
LACRT	5	0.082552	0.92503	0.35639	0.9498	0.35495	1
LACTB	5	0.091089	1.2067	0.30729	0.93602	0.22753	1
LACTB2	5	0.052653	0.45374	0.57717	0.9733	0.65002	1
LAD1	5	0.0048483	0.058511	0.97003	0.99927	0.95334	1
LAG3	5	-0.0025963	-0.037136	0.89998	0.9979	0.97038	1
LAGE3	5	-0.03703	-0.32066	0.58501	0.9733	0.74847	1
LAIR1	5	0.062712	0.55241	0.49377	0.96385	0.58067	1
LAIR2	5	-0.095888	-1.0078	0.21761	0.89621	0.31357	1
LALBA	5	0.031343	0.34827	0.77154	0.99052	0.72764	1
LAMA1	5	-0.14121	-2.1677	0.081897	0.72884	0.03018	1
LAMA2	5	0.11505	1.4446	0.19504	0.87659	0.14856	1
LAMA3	5	-0.09178	-1.0802	0.23652	0.91151	0.28004	1
LAMA4	5	0.16746	1.4416	0.059102	0.64936	0.14942	1
LAMA5	5	0.056595	0.59367	0.54387	0.97091	0.55273	1
LAMB1	5	0.075883	0.86066	0.39942	0.95627	0.38943	1
LAMB2	5	-0.051766	-0.62495	0.46775	0.96248	0.532	1
LAMB3	5	-0.096283	-1.4111	0.21583	0.89621	0.1582	1
LAMB4	5	0.049929	0.33	0.60208	0.97519	0.7414	1
LAMC1	5	0.022996	0.26617	0.84966	0.99261	0.79011	1
LAMC2	5	0.039871	0.47103	0.69259	0.98282	0.63762	1
LAMC3	5	-0.020113	-0.10775	0.73513	0.98702	0.91419	1
LAMP1	5	0.021153	0.2336	0.86868	0.99442	0.8153	1
LAMP2	5	-0.16368	-2.304	0.046147	0.59798	0.021225	1
LAMP3	5	0.054284	0.67719	0.56272	0.9733	0.49829	1
LAMP5	5	0.0018064	0.023024	0.94162	0.99848	0.98163	1
LAMTOR1	5	-0.22531	-2.1659	0.010508	0.31728	0.030322	1
LAMTOR2	5	-0.12013	-1.3778	0.13238	0.82616	0.16825	1
LAMTOR3	5	-0.26602	-1.5514	0.0041699	0.2149	0.1208	1
LAMTOR4	5	-0.26106	-2.6865	0.0048927	0.24176	0.0072205	1
LAMTOR5	5	-0.16257	-1.4998	0.047481	0.59832	0.13367	1
LANCL1	5	0.039239	0.43296	0.6976	0.98282	0.66504	1
LANCL2	5	-0.11612	-1.6595	0.14428	0.84175	0.097025	1
LANCL3	5	-0.09969	-1.5228	0.2006	0.87936	0.12782	1
LAP3	5	-0.066168	-0.62136	0.37251	0.95115	0.53436	1
LAPTM4A	5	-0.0018943	-0.029957	0.90693	0.99801	0.9761	1
LAPTM4B	5	0.019847	0.25223	0.88119	0.99642	0.80086	1
LAPTM5	5	0.030034	0.38394	0.78417	0.99126	0.70102	1
LARGE	5	0.008903	0.11244	0.99177	0.99944	0.91048	1
LARP1	5	-0.047887	-0.41578	0.49728	0.96385	0.67757	1
LARP1B	5	0.21629	0.81093	0.016624	0.38383	0.4174	1
LARP4	5	0.091681	0.74257	0.30451	0.93498	0.45774	1
LARP4B	5	0.010231	0.11636	0.97943	0.99927	0.90737	1
LARP6	5	0.077219	0.91974	0.39014	0.95627	0.35771	1
LARP7	5	0.0080416	0.067639	0.99944	0.99989	0.94607	1
LARS	5	0.10281	0.32705	0.24625	0.91749	0.74363	1
LARS2	5	-0.054439	-0.36488	0.44868	0.95903	0.7152	1
LAS1L	5	0.0080871	0.027544	1	1	0.97803	1
LASP1	5	-0.042164	-0.65551	0.5422	0.97091	0.51214	1
LAT	5	-0.031438	-0.31034	0.63338	0.97736	0.7563	1
LAT2	5	0.13746	1.8826	0.12076	0.80894	0.05976	1
LATS1	5	-0.064047	-0.72799	0.38547	0.95627	0.46662	1
LATS2	5	0.026288	0.2873	0.81886	0.99234	0.77388	1
LAX1	5	0.033824	0.24478	0.74764	0.98722	0.80663	1
LAYN	5	0.13431	1.129	0.12999	0.82273	0.25891	1
LBH	5	0.055244	0.50897	0.55565	0.97247	0.61078	1
LBP	5	-0.10139	-1.4653	0.19426	0.87659	0.14283	1
LBR	5	0.081832	0.78562	0.36184	0.95098	0.43209	1
LBX1	5	-0.014946	-0.20835	0.78294	0.99126	0.83495	1
LBX2	5	0.1311	1.769	0.14011	0.83858	0.076887	1
LCA5	5	-0.072901	-0.87889	0.33298	0.94421	0.37946	1
LCA5L	5	-0.034975	-0.2879	0.60158	0.97519	0.77343	1
LCAT	5	0.079178	0.62654	0.37824	0.95494	0.53096	1
LCE1A	2	0.030917	0.16501	0.85711	0.99337	0.86893	1
LCE1B	3	0.069957	0.44262	0.54937	0.97149	0.65804	1
LCE1C	1	0.17991	1.0494	0.33309	0.94421	0.29401	1
LCE1E	1	0.12785	0.52306	0.49066	0.96371	0.60093	1
LCE1F	3	0.22668	1.1914	0.047648	0.5993	0.23351	1
LCE2A	4	-0.13655	-0.77324	0.13155	0.82273	0.43938	1
LCE2B	2	0.032289	0.15583	0.84883	0.99261	0.87617	1
LCE2C	2	-0.0061121	-0.027195	0.90748	0.99801	0.9783	1
LCE2D	2	0.039756	0.1575	0.80207	0.99126	0.87485	1
LCE3A	5	-0.10034	-0.79294	0.19782	0.8783	0.42782	1
LCE3B	5	-0.047272	-0.61166	0.50167	0.96585	0.54076	1
LCE3C	4	0.030899	0.21878	0.8029	0.99126	0.82682	1
LCE3D	2	0.20319	1.5758	0.13855	0.8368	0.11506	1
LCE4A	5	0.068966	0.92665	0.44774	0.95903	0.35411	1
LCE5A	4	-0.1085	-0.91737	0.21261	0.89178	0.35895	1
LCE6A	5	0.11864	1.068	0.18147	0.8678	0.28553	1
LCK	5	0.086403	0.70217	0.33487	0.9448	0.48257	1
LCLAT1	5	0.021793	0.2452	0.86223	0.99354	0.8063	1
LCMT1	5	0.036186	0.21385	0.72545	0.98609	0.83067	1
LCMT2	5	-0.037551	-0.48286	0.58117	0.9733	0.6292	1
LCN1	5	0.13423	1.1152	0.13032	0.82273	0.26478	1
LCN10	5	0.018529	0.14897	0.89392	0.99778	0.88158	1
LCN12	5	0.011345	0.14869	0.9682	0.99908	0.8818	1
LCN15	5	0.15239	1.6037	0.085678	0.7398	0.10878	1
LCN2	5	-0.037278	-0.30642	0.58306	0.9733	0.75929	1
LCN6	5	0.048171	0.44573	0.61787	0.97519	0.6558	1
LCN8	5	0.12377	1.0832	0.16313	0.85794	0.2787	1
LCN9	5	0.016016	0.11128	0.9206	0.99848	0.91139	1
LCNL1	5	-0.074097	-0.82448	0.32564	0.9426	0.40966	1
LCOR	5	-0.08151	-1.0232	0.28417	0.93036	0.30622	1
LCORL	5	-0.073759	-0.81828	0.32753	0.9426	0.4132	1
LCP1	5	0.011332	0.15844	0.96831	0.99908	0.87411	1
LCP2	5	0.0068358	0.098369	0.98805	0.99927	0.92164	1
LCT	5	0.2269	1.928	0.012843	0.34633	0.053854	1
LCTL	5	0.082428	1.0091	0.35733	0.9498	0.31292	1
LDB1	5	0.23592	0.83796	0.0095074	0.30481	0.40205	1
LDB2	5	-0.072287	-1.0572	0.33609	0.94497	0.29043	1
LDB3	5	0.0065773	0.069046	0.98532	0.99927	0.94495	1
LDHA	4	0.26114	1.8988	0.010675	0.31751	0.057585	1
LDHAL6A	5	0.013446	0.10254	0.94651	0.99848	0.91833	1
LDHAL6B	5	0.056174	0.56344	0.54687	0.97149	0.57313	1
LDHB	5	-0.07077	-0.78372	0.34488	0.94684	0.43321	1
LDHC	5	0.09933	1.0233	0.26576	0.92422	0.30617	1
LDHD	5	0.038341	0.48619	0.70577	0.98403	0.62684	1
LDLR	5	-0.12697	-1.3135	0.11414	0.8	0.18902	1
LDLRAD1	5	-0.02723	-0.39899	0.67174	0.98282	0.6899	1
LDLRAD2	5	0.13575	1.8724	0.12615	0.81541	0.061157	1
LDLRAD3	5	0.0037477	0.050127	0.95902	0.99873	0.96002	1
LDLRAD4	5	0.070575	1.0619	0.43656	0.95903	0.28829	1
LDLRAP1	5	-0.059522	-0.66533	0.41438	0.95643	0.50584	1
LDOC1	5	-0.089865	-1.2193	0.24502	0.91743	0.22271	1
LDOC1L	5	-0.092841	-1.3448	0.23157	0.90721	0.17869	1
LEAP2	5	0.094012	1.3856	0.29162	0.93036	0.16587	1
LECT1	5	-0.13113	-1.5311	0.10341	0.78086	0.12575	1
LECT2	5	0.11519	1.1224	0.19454	0.87659	0.26169	1
LEF1	5	0.036011	0.34517	0.7269	0.9866	0.72997	1
LEFTY1	3	-0.072074	-0.6657	0.44879	0.95903	0.5056	1
LEFTY2	3	0.10236	1.2827	0.36523	0.95098	0.19959	1
LEKR1	5	-0.038408	-0.42448	0.57428	0.9733	0.67122	1
LELP1	5	-0.013968	-0.12258	0.79245	0.99126	0.90244	1
LEMD1	5	-0.079283	-0.95227	0.29612	0.93047	0.34096	1
LEMD2	5	-0.059579	-0.48334	0.41421	0.95643	0.62886	1
LEMD3	5	-0.082352	-0.93107	0.28055	0.93036	0.35182	1
LENEP	3	0.08077	0.9422	0.4846	0.96371	0.34609	1
LENG1	5	0.0033986	0.031575	0.95697	0.99873	0.97481	1
LENG8	5	0.11647	1.3544	0.19004	0.87052	0.17562	1
LENG9	5	-0.038386	-0.48447	0.57445	0.9733	0.62805	1
LEO1	5	0.45165	1.9225	0.0001668	0.033333	0.054541	1
LEP	5	0.012433	0.1112	0.95686	0.99873	0.91145	1
LEPR	5	-0.012237	-0.11708	0.80657	0.99126	0.9068	1
LEPRE1	5	0.11495	0.92908	0.19532	0.87659	0.35285	1
LEPREL1	5	-0.13239	-1.897	0.10063	0.77649	0.057831	1
LEPREL2	5	-0.035539	-0.46908	0.59557	0.97408	0.63901	1
LEPREL4	5	0.028939	0.31982	0.79395	0.99126	0.7491	1
LEPROT	5	0.062356	0.63921	0.49655	0.96385	0.52268	1
LEPROTL1	5	0.17339	1.3284	0.05104	0.61226	0.18405	1
LETM1	5	0.070563	0.30279	0.43656	0.95903	0.76205	1
LETM2	5	0.14085	1.0495	0.11292	0.79977	0.29397	1
LETMD1	5	-0.026286	-0.13759	0.68053	0.98282	0.89056	1
LFNG	5	0.030431	0.54778	0.77988	0.99126	0.58385	1
LGALS1	5	-0.019958	-0.26348	0.73646	0.98702	0.79218	1
LGALS12	5	-0.039801	-0.69761	0.56205	0.9733	0.48542	1
LGALS13	5	-0.12965	-1.3189	0.10669	0.78665	0.18721	1
LGALS14	5	0.070195	0.59312	0.43917	0.95903	0.5531	1
LGALS16	5	-0.034219	-0.41806	0.6097	0.97519	0.67591	1
LGALS2	5	-0.062188	-1.0006	0.39698	0.95627	0.31703	1
LGALS3	5	-0.11942	-1.0697	0.13466	0.83087	0.28476	1
LGALS3BP	5	-0.071405	-0.72102	0.34154	0.94684	0.47089	1
LGALS4	5	-0.071024	-0.63431	0.34366	0.94684	0.52588	1
LGALS7	4	0.057436	0.52144	0.58918	0.9733	0.60206	1
LGALS7B	2	0.090841	0.8502	0.50484	0.96709	0.39521	1
LGALS8	5	-0.029421	-0.24065	0.65356	0.9807	0.80983	1
LGALS9	5	-0.012914	-0.11003	0.80112	0.99126	0.91238	1
LGALS9C	3	-0.15018	-0.82204	0.15334	0.84896	0.41105	1
LGALSL	5	-0.012642	-0.1538	0.80385	0.99126	0.87777	1
LGI1	5	0.0043857	0.032698	0.96592	0.99885	0.97392	1
LGI2	5	0.011655	0.14209	0.96464	0.99885	0.88701	1
LGI3	5	0.08737	0.98951	0.32864	0.9426	0.32241	1
LGI4	5	-0.025869	-0.34931	0.68392	0.98282	0.72686	1
LGMN	5	-0.026375	-0.2964	0.67958	0.98282	0.76692	1
LGR4	5	0.063585	0.83952	0.48749	0.96371	0.40118	1
LGR5	5	-0.052609	-0.44788	0.46114	0.96065	0.65424	1
LGR6	5	0.050216	0.47015	0.59952	0.97519	0.63825	1
LGSN	5	0.058766	0.52972	0.5258	0.96847	0.5963	1
LHB	3	-0.038941	-0.62527	0.65495	0.9807	0.53179	1
LHCGR	5	-0.073815	-1.1862	0.32714	0.9426	0.23554	1
LHFP	5	0.016645	0.21959	0.91438	0.99801	0.82619	1
LHFPL1	5	-0.10155	-1.0723	0.19348	0.87657	0.28359	1
LHFPL2	5	0.053086	0.79194	0.57333	0.9733	0.42839	1
LHFPL4	5	0.055696	0.79744	0.55154	0.97163	0.4252	1
LHFPL5	5	0.03509	0.3198	0.73535	0.98702	0.74912	1
LHPP	5	-0.053668	-0.81529	0.45324	0.95976	0.4149	1
LHX1	5	-0.14143	-1.7351	0.081508	0.72827	0.082719	1
LHX2	5	0.05217	0.70254	0.58251	0.9733	0.48234	1
LHX3	5	-0.018974	-0.26729	0.74614	0.98722	0.78924	1
LHX4	5	0.11408	1.1289	0.19804	0.8783	0.25892	1
LHX5	5	-0.12805	-1.9315	0.11153	0.7985	0.053426	1
LHX6	5	-0.0095157	-0.10532	0.8312	0.99234	0.91612	1
LHX8	5	0.081832	0.82253	0.36184	0.95098	0.41078	1
LHX9	5	-0.069233	-0.8472	0.35433	0.9498	0.39688	1
LIAS	5	0.082475	0.49915	0.35694	0.9498	0.61767	1
LIF	5	-0.027258	-0.23141	0.67158	0.98282	0.817	1
LIFR	5	-0.079929	-0.71034	0.29262	0.93036	0.47749	1
LIG1	5	-0.093998	-0.82007	0.22551	0.90199	0.41218	1
LIG3	5	-0.03502	-0.26539	0.60102	0.97519	0.79071	1
LIG4	5	-0.086841	-0.57678	0.25837	0.92058	0.56409	1
LILRA1	5	0.023192	0.2162	0.84794	0.99252	0.82883	1
LILRA2	5	0.099067	1.2968	0.26704	0.92543	0.19469	1
LILRA3	5	-0.0081306	-0.084261	0.84432	0.99235	0.93285	1
LILRA4	5	-0.059761	-0.56061	0.41293	0.95643	0.57507	1
LILRA5	5	0.032352	0.30162	0.76176	0.98793	0.76294	1
LILRA6	3	-0.0075867	-0.058813	0.87968	0.9961	0.9531	1
LILRB1	5	-0.041958	-0.47047	0.54387	0.97091	0.63802	1
LILRB2	5	-0.049521	-0.83467	0.48493	0.96371	0.4039	1
LILRB3	2	-0.0799	-0.60992	0.4916	0.96371	0.54191	1
LILRB4	5	-0.063371	-0.98678	0.39003	0.95627	0.32375	1
LILRB5	5	0.073286	0.93035	0.41866	0.95789	0.35219	1
LIM2	5	0.098223	1.0298	0.27043	0.92683	0.3031	1
LIMA1	5	-0.056735	-0.48235	0.43261	0.95903	0.62955	1
LIMCH1	5	0.027159	0.41802	0.81052	0.9915	0.67593	1
LIMD1	5	0.098422	0.65651	0.26988	0.92662	0.5115	1
LIMD2	5	-0.029948	-0.40772	0.64856	0.98027	0.68348	1
LIME1	5	-0.058165	-0.86302	0.42439	0.95903	0.38813	1
LIMK1	5	0.0047076	0.042015	0.96881	0.99908	0.96649	1
LIMK2	5	0.048122	0.44714	0.61798	0.97519	0.65477	1
LIMS1	5	0.078464	0.7058	0.38285	0.95627	0.48031	1
LIMS2	5	-0.019864	-0.22247	0.73724	0.98702	0.82395	1
LIMS3L	1	-0.087314	-0.48037	0.57489	0.9733	0.63097	1
LIN28A	5	0.035018	0.32141	0.73624	0.98702	0.7479	1
LIN28B	5	-0.15582	-1.0822	0.057211	0.64272	0.27917	1
LIN37	5	-0.010922	-0.1249	0.81903	0.99234	0.9006	1
LIN52	5	0.31068	1.3626	0.0011676	0.093333	0.17302	1
LIN54	5	0.014149	0.079524	0.93912	0.99848	0.93662	1
LIN7A	5	-0.033229	-0.3856	0.61737	0.97519	0.69979	1
LIN7B	5	0.062441	0.89681	0.49589	0.96385	0.36982	1
LIN7C	5	0.0018311	0.016776	0.9419	0.99848	0.98662	1
LIN9	5	0.11077	0.48387	0.21128	0.89178	0.62848	1
LINGO1	5	0.095849	0.89231	0.28194	0.93036	0.37223	1
LINGO2	5	-0.035646	-0.33868	0.59463	0.97408	0.73485	1
LINGO3	5	-0.025674	-0.22522	0.68576	0.98282	0.82181	1
LINGO4	5	0.041759	0.73508	0.67508	0.98282	0.46229	1
LINS	5	0.26282	2.0794	0.0050039	0.2439	0.037578	1
LIPA	5	0.00093828	0.010206	0.934	0.99848	0.99186	1
LIPC	5	0.027097	0.3329	0.81113	0.99157	0.73921	1
LIPE	5	0.068474	0.92923	0.45168	0.95976	0.35277	1
LIPF	5	-0.1626	-1.1658	0.047426	0.59832	0.24369	1
LIPG	5	-0.013914	-0.20772	0.79295	0.99126	0.83544	1
LIPH	5	-0.034637	-0.34228	0.60547	0.97519	0.73214	1
LIPI	5	-0.003076	-0.037799	0.89547	0.99778	0.96985	1
LIPJ	5	-0.081375	-1.1059	0.28506	0.93036	0.26875	1
LIPK	5	0.13803	1.3271	0.11893	0.80353	0.18447	1
LIPM	5	-0.043567	-0.30783	0.53041	0.9704	0.75821	1
LIPN	5	-0.085232	-1.2126	0.26532	0.92355	0.22527	1
LIPT1	5	-0.33491	-1.4	0.00072278	0.086667	0.16151	1
LIPT2	5	0.15839	1.3298	0.074391	0.70684	0.18358	1
LITAF	5	-0.064754	-0.91539	0.38091	0.95604	0.35998	1
LIX1	5	0.10726	1.1683	0.2264	0.90199	0.24268	1
LIX1L	5	0.075038	0.64141	0.40576	0.95627	0.52126	1
LLGL1	5	-0.035083	-0.43537	0.60008	0.97519	0.66329	1
LLGL2	5	-0.052031	-0.6782	0.46547	0.96139	0.49764	1
LLPH	5	-0.36504	-1.7381	0.00038919	0.053846	0.08219	1
LMAN1	5	0.010501	0.17422	0.97615	0.99927	0.86169	1
LMAN1L	5	0.010726	0.15676	0.97454	0.99927	0.87543	1
LMAN2	5	0.00045654	0.0037828	0.92956	0.99848	0.99698	1
LMAN2L	5	0.017869	0.096354	0.90131	0.99797	0.92324	1
