Gene	beta	fdr	dataset	hit	UP	DOWN
DNMT3A	-0.093059	0.93549	top4	NOT	0	0
DNMT3B	-0.053462	0.97658	top4	NOT	0	0
DNMT3L	-0.032669	0.98837	top4	NOT	0	0
DNPEP	-0.12261	0.87618	top4	NOT	0	0
DNPH1	-0.036446	0.98431	top4	NOT	0	0
DNTT	-0.11967	0.88267	top4	NOT	0	0
DNTTIP1	-0.093384	0.93549	top4	NOT	0	0
DNTTIP2	-0.0073699	0.99445	top4	NOT	0	0
DOC2A	-0.087774	0.93857	top4	NOT	0	0
DOCK10	0.049094	0.98807	top4	NOT	0	0
DOCK11	-0.20265	0.5893	top4	NOT	0	0
DOCK2	-0.040483	0.98163	top4	NOT	0	0
DOCK3	-0.038388	0.98163	top4	NOT	0	0
DOCK4	-0.036385	0.98433	top4	NOT	0	0
DOCK5	0.10324	0.93857	top4	NOT	0	0
DOCK6	-0.03327	0.98807	top4	NOT	0	0
DOCK7	0.10164	0.93857	top4	NOT	0	0
DOCK8	-0.072504	0.9615	top4	NOT	0	0
DOCK9	0.0035663	0.99788	top4	NOT	0	0
DOHH	0.32969	0.18375	top4	NOT	0	0
DOK1	-0.013988	0.99276	top4	NOT	0	0
DOK2	-0.008237	0.99362	top4	NOT	0	0
DOK3	0.046811	0.98986	top4	NOT	0	0
DOK4	-0.064819	0.9678	top4	NOT	0	0
DOK5	-0.041029	0.98163	top4	NOT	0	0
DOK6	0.13724	0.87489	top4	NOT	0	0
DOK7	-0.048775	0.97782	top4	NOT	0	0
DOLK	0.44845	0.036585	top4	UP	1	0
DOLPP1	0.058008	0.98163	top4	NOT	0	0
DONSON	0.048173	0.98856	top4	NOT	0	0
DOPEY1	-0.069819	0.96701	top4	NOT	0	0
DOPEY2	-0.073511	0.9615	top4	NOT	0	0
DOT1L	0.22527	0.52862	top4	NOT	0	0
DPAGT1	0.43107	0.044444	top4	UP	1	0
DPCD	0.22986	0.50771	top4	NOT	0	0
DPCR1	-0.080244	0.95399	top4	NOT	0	0
DPEP1	0.082223	0.9678	top4	NOT	0	0
DPEP2	0.088593	0.96087	top4	NOT	0	0
DPEP3	-0.063951	0.9678	top4	NOT	0	0
DPF1	-0.074351	0.96087	top4	NOT	0	0
DPF2	0.057407	0.98163	top4	NOT	0	0
DPF3	-0.0021705	0.99749	top4	NOT	0	0
DPH1	-0.093721	0.93545	top4	NOT	0	0
DPH2	-0.026849	0.9916	top4	NOT	0	0
DPH3	0.02069	0.99516	top4	NOT	0	0
DPH5	-0.066036	0.9678	top4	NOT	0	0
DPH6	-0.082075	0.95163	top4	NOT	0	0
DPH7	0.11558	0.93393	top4	NOT	0	0
DPM1	0.13346	0.87862	top4	NOT	0	0
DPM2	0.051683	0.98433	top4	NOT	0	0
DPM3	0.094225	0.95392	top4	NOT	0	0
DPP10	-0.018857	0.99276	top4	NOT	0	0
DPP3	0.108	0.93435	top4	NOT	0	0
DPP4	0.059065	0.98163	top4	NOT	0	0
DPP7	-0.046605	0.98057	top4	NOT	0	0
DPP8	0.037471	0.99276	top4	NOT	0	0
DPP9	0.1001	0.94186	top4	NOT	0	0
DPPA2	-0.10313	0.93136	top4	NOT	0	0
DPPA3	0.057821	0.98163	top4	NOT	0	0
DPPA4	0.073474	0.97291	top4	NOT	0	0
DPPA5	-0.039113	0.98163	top4	NOT	0	0
DPRX	0.037357	0.99276	top4	NOT	0	0
DPT	-0.02241	0.99276	top4	NOT	0	0
DPY19L1	-0.077163	0.95741	top4	NOT	0	0
DPY19L2	0.027342	0.99276	top4	NOT	0	0
DPY19L3	-0.015426	0.99276	top4	NOT	0	0
DPY19L4	0.087339	0.9615	top4	NOT	0	0
DPY30	0.13893	0.87489	top4	NOT	0	0
DPYD	-0.16463	0.74693	top4	NOT	0	0
DPYS	-0.11133	0.90413	top4	NOT	0	0
DPYSL2	-0.15816	0.78916	top4	NOT	0	0
DPYSL3	-0.028909	0.99088	top4	NOT	0	0
DPYSL4	0.036017	0.99276	top4	NOT	0	0
DPYSL5	-0.12676	0.87489	top4	NOT	0	0
DQX1	-0.021257	0.99276	top4	NOT	0	0
DR1	-0.13092	0.86689	top4	NOT	0	0
DRAM1	-0.052987	0.97658	top4	NOT	0	0
DRAM2	0.072253	0.97605	top4	NOT	0	0
DRAP1	0.11001	0.93425	top4	NOT	0	0
DRAXIN	-0.15399	0.79767	top4	NOT	0	0
DRC1	-0.0084973	0.99321	top4	NOT	0	0
DRD1	0.13906	0.87489	top4	NOT	0	0
DRD2	0.16091	0.81491	top4	NOT	0	0
DRD3	-0.017158	0.99276	top4	NOT	0	0
DRD4	-0.036718	0.98431	top4	NOT	0	0
DRD5	0.028963	0.99276	top4	NOT	0	0
DRG1	0.20408	0.62121	top4	NOT	0	0
DRG2	0.017014	0.99749	top4	NOT	0	0
DRGX	0.073327	0.97296	top4	NOT	0	0
DROSHA	0.15931	0.81508	top4	NOT	0	0
DRP2	0.035766	0.99276	top4	NOT	0	0
DSC1	0.0095548	0.99832	top4	NOT	0	0
DSC2	0.11373	0.93425	top4	NOT	0	0
DSC3	0.11486	0.93425	top4	NOT	0	0
DSCAM	-0.15413	0.79767	top4	NOT	0	0
DSCAML1	0.0013457	0.99749	top4	NOT	0	0
DSCC1	-0.10068	0.93425	top4	NOT	0	0
DSCR3	0.093862	0.9557	top4	NOT	0	0
DSCR4	-0.029802	0.9899	top4	NOT	0	0
DSE	-0.22038	0.48642	top4	NOT	0	0
DSEL	0.12407	0.90869	top4	NOT	0	0
DSG1	-0.13507	0.86037	top4	NOT	0	0
DSG2	-0.070064	0.96701	top4	NOT	0	0
DSG3	0.12	0.91886	top4	NOT	0	0
DSG4	-0.040453	0.98163	top4	NOT	0	0
DSN1	0.044035	0.99111	top4	NOT	0	0
DSP	-0.091208	0.93752	top4	NOT	0	0
DSPP	-0.032385	0.98874	top4	NOT	0	0
DST	-0.1188	0.88267	top4	NOT	0	0
DSTN	0.10097	0.93857	top4	NOT	0	0
DSTYK	0.22022	0.56157	top4	NOT	0	0
DTD1	-0.08804	0.93857	top4	NOT	0	0
DTD2	-0.093139	0.93549	top4	NOT	0	0
DTHD1	0.17535	0.75509	top4	NOT	0	0
DTL	-0.03382	0.98667	top4	NOT	0	0
DTNA	-0.066977	0.9678	top4	NOT	0	0
DTNB	0.064435	0.97782	top4	NOT	0	0
DTNBP1	-0.17662	0.69769	top4	NOT	0	0
DTWD1	0.1647	0.79767	top4	NOT	0	0
DTWD2	-0.10458	0.92523	top4	NOT	0	0
DTX1	-0.17344	0.70112	top4	NOT	0	0
DTX2	0.038556	0.99276	top4	NOT	0	0
DTX3	0.046331	0.98986	top4	NOT	0	0
DTX3L	0.011468	0.99788	top4	NOT	0	0
DTX4	-0.064087	0.9678	top4	NOT	0	0
DTYMK	0.38762	0.096154	top4	UP	1	0
DUOX1	-0.10397	0.92736	top4	NOT	0	0
DUOX2	-0.060071	0.96963	top4	NOT	0	0
DUOXA1	0.10489	0.93751	top4	NOT	0	0
DUOXA2	-0.010989	0.99276	top4	NOT	0	0
DUPD1	-0.0089474	0.99321	top4	NOT	0	0
DUS1L	-0.182	0.6756	top4	NOT	0	0
DUS2	0.20335	0.62573	top4	NOT	0	0
DUS3L	0.071877	0.97647	top4	NOT	0	0
DUS4L	-0.055934	0.97647	top4	NOT	0	0
DUSP1	0.03257	0.99276	top4	NOT	0	0
DUSP10	0.21447	0.57493	top4	NOT	0	0
DUSP11	-0.10015	0.93425	top4	NOT	0	0
DUSP12	-0.12788	0.87374	top4	NOT	0	0
DUSP13	1.3746e-4	0.99749	top4	NOT	0	0
DUSP14	-0.039642	0.98163	top4	NOT	0	0
DUSP15	-0.10163	0.93425	top4	NOT	0	0
DUSP16	-0.049023	0.97782	top4	NOT	0	0
DUSP18	-0.12121	0.87862	top4	NOT	0	0
DUSP19	-0.071762	0.96172	top4	NOT	0	0
DUSP2	0.03548	0.99276	top4	NOT	0	0
DUSP21	-0.035429	0.98493	top4	NOT	0	0
DUSP22	-0.083022	0.95142	top4	NOT	0	0
DUSP23	-0.12962	0.86943	top4	NOT	0	0
DUSP26	0.0523	0.98431	top4	NOT	0	0
DUSP27	0.063518	0.97863	top4	NOT	0	0
DUSP28	-0.043489	0.98163	top4	NOT	0	0
DUSP3	0.069132	0.97647	top4	NOT	0	0
DUSP4	-0.045947	0.9806	top4	NOT	0	0
DUSP5	0.033428	0.99276	top4	NOT	0	0
DUSP6	-0.09692	0.93425	top4	NOT	0	0
DUSP7	-0.0013766	0.99749	top4	NOT	0	0
DUSP8	0.0031252	0.99788	top4	NOT	0	0
DUSP9	0.054348	0.98163	top4	NOT	0	0
DUT	0.10417	0.93857	top4	NOT	0	0
DUXA	-0.16285	0.76279	top4	NOT	0	0
DVL1	0.14034	0.87173	top4	NOT	0	0
DVL2	0.020388	0.99516	top4	NOT	0	0
DVL3	-0.054227	0.97647	top4	NOT	0	0
DXO	0.041635	0.99183	top4	NOT	0	0
DYDC1	0.074939	0.96963	top4	NOT	0	0
DYDC2	0.051729	0.98433	top4	NOT	0	0
DYM	-0.051709	0.97782	top4	NOT	0	0
DYNAP	0.077501	0.96862	top4	NOT	0	0
DYNC1H1	-0.10031	0.93425	top4	NOT	0	0
DYNC1I1	0.012070000000000001	0.99788	top4	NOT	0	0
DYNC1I2	0.078151	0.9678	top4	NOT	0	0
DYNC1LI1	-0.017254	0.99276	top4	NOT	0	0
DYNC1LI2	0.15883	0.81508	top4	NOT	0	0
DYNC2H1	0.0095204	0.99832	top4	NOT	0	0
DYNC2LI1	0.13942	0.87489	top4	NOT	0	0
DYNLL1	-0.34098	0.1129	top4	NOT	0	0
DYNLL2	0.19639	0.65324	top4	NOT	0	0
DYNLRB1	-0.018528	0.99276	top4	NOT	0	0
DYNLRB2	-0.025163	0.99183	top4	NOT	0	0
DYNLT1	-0.077043	0.95746	top4	NOT	0	0
DYNLT3	0.080746	0.9678	top4	NOT	0	0
DYRK1A	0.048932	0.98807	top4	NOT	0	0
DYRK1B	-0.055536	0.97647	top4	NOT	0	0
DYRK2	-0.018297	0.99276	top4	NOT	0	0
DYRK3	-0.0023078	0.99749	top4	NOT	0	0
DYRK4	0.057879	0.98163	top4	NOT	0	0
DYSF	-0.0032943	0.99662	top4	NOT	0	0
DYTN	-0.086958	0.94039	top4	NOT	0	0
DYX1C1	0.014091	0.99749	top4	NOT	0	0
DZANK1	-0.0027813	0.99718	top4	NOT	0	0
DZIP1	0.081222	0.9678	top4	NOT	0	0
DZIP1L	-0.10538	0.92209	top4	NOT	0	0
DZIP3	0.048966	0.98807	top4	NOT	0	0
Dec-01	-0.10032	0.94529	top4	NOT	0	0
E2F1	-0.11476	0.89341	top4	NOT	0	0
E2F2	0.051473	0.98462	top4	NOT	0	0
E2F3	-0.15765	0.78947	top4	NOT	0	0
E2F4	0.039378	0.99256	top4	NOT	0	0
E2F5	0.063241	0.97898	top4	NOT	0	0
E2F6	-0.24337	0.56807	top4	NOT	0	0
E2F7	-0.039338	0.98163	top4	NOT	0	0
E2F8	0.060972	0.98117	top4	NOT	0	0
E4F1	0.14318	0.86689	top4	NOT	0	0
EAF1	0.070842	0.97647	top4	NOT	0	0
EAF2	0.031087	0.99276	top4	NOT	0	0
EAPP	0.085846	0.96172	top4	NOT	0	0
EARS2	-0.12704	0.87489	top4	NOT	0	0
EBAG9	-0.15455	0.79767	top4	NOT	0	0
EBF1	0.080007	0.9678	top4	NOT	0	0
EBF2	-0.02103	0.99276	top4	NOT	0	0
EBF3	0.028624	0.99276	top4	NOT	0	0
EBF4	-0.060311	0.96963	top4	NOT	0	0
EBI3	0.065543	0.97782	top4	NOT	0	0
EBLN1	-0.13391	0.86241	top4	NOT	0	0
EBLN2	-0.05362	0.97658	top4	NOT	0	0
EBNA1BP2	0.14037	0.87173	top4	NOT	0	0
EBP	0.04649	0.98986	top4	NOT	0	0
EBPL	-0.0053219	0.99473	top4	NOT	0	0
ECD	0.10384	0.93857	top4	NOT	0	0
ECE1	0.18026	0.71606	top4	NOT	0	0
ECE2	-0.01656	0.99276	top4	NOT	0	0
ECEL1	0.10235	0.93857	top4	NOT	0	0
ECH1	-0.0054615	0.99472	top4	NOT	0	0
ECHDC1	0.15347	0.84277	top4	NOT	0	0
ECHDC2	0.13685	0.87526	top4	NOT	0	0
ECHDC3	-8.1286e-4	0.99749	top4	NOT	0	0
ECHS1	0.0011633	0.99749	top4	NOT	0	0
ECI1	0.046336	0.98986	top4	NOT	0	0
ECI2	0.0071066	0.99888	top4	NOT	0	0
ECM1	0.020069	0.9953	top4	NOT	0	0
ECM2	-0.076673	0.95746	top4	NOT	0	0
ECSIT	-0.22065	0.48642	top4	NOT	0	0
ECT2	0.15682	0.82717	top4	NOT	0	0
ECT2L	0.049968	0.98557	top4	NOT	0	0
EDA	0.017219	0.99749	top4	NOT	0	0
EDA2R	0.032815	0.99276	top4	NOT	0	0
EDAR	0.032696	0.99276	top4	NOT	0	0
EDARADD	-0.021332	0.99276	top4	NOT	0	0
EDC3	0.028648	0.99276	top4	NOT	0	0
EDC4	-0.097719	0.93425	top4	NOT	0	0
EDDM3A	0.052662	0.98431	top4	NOT	0	0
EDDM3B	0.052915	0.98419	top4	NOT	0	0
EDEM1	-0.067498	0.9678	top4	NOT	0	0
EDEM2	-0.15907	0.78811	top4	NOT	0	0
EDEM3	0.011445	0.99788	top4	NOT	0	0
EDF1	-0.13586	0.86011	top4	NOT	0	0
EDIL3	-0.091402	0.93751	top4	NOT	0	0
EDN1	0.027192	0.99276	top4	NOT	0	0
EDN2	-0.078577	0.95672	top4	NOT	0	0
EDN3	0.02832	0.99276	top4	NOT	0	0
EDNRA	0.070709	0.97647	top4	NOT	0	0
EDNRB	0.026589	0.99276	top4	NOT	0	0
EEA1	0.088967	0.96087	top4	NOT	0	0
EED	0.16982	0.78888	top4	NOT	0	0
EEF1A1	0.60583	0.1327	top4	NOT	0	0
EEF1A2	-0.07945	0.95655	top4	NOT	0	0
EEF1B2	-0.031772	0.98906	top4	NOT	0	0
EEF1D	-0.02613	0.99183	top4	NOT	0	0
EEF1E1	-0.08316	0.95069	top4	NOT	0	0
EEF1G	-0.10099	0.93425	top4	NOT	0	0
EEF2	-0.034274	0.98588	top4	NOT	0	0
EEF2K	-0.01756	0.99276	top4	NOT	0	0
EEFSEC	0.24968	0.4155	top4	NOT	0	0
EEPD1	-0.085943	0.94361	top4	NOT	0	0
EFCAB1	0.021509	0.99447	top4	NOT	0	0
EFCAB11	0.12998	0.88301	top4	NOT	0	0
EFCAB12	0.06811	0.97658	top4	NOT	0	0
EFCAB13	0.010518	0.99832	top4	NOT	0	0
EFCAB14	-0.01509	0.99276	top4	NOT	0	0
EFCAB2	-0.14489	0.82992	top4	NOT	0	0
EFCAB3	-0.078223	0.95672	top4	NOT	0	0
EFCAB4A	0.11204	0.93425	top4	NOT	0	0
EFCAB4B	-0.031082	0.98986	top4	NOT	0	0
EFCAB5	0.0095859	0.99832	top4	NOT	0	0
EFCAB6	0.083121	0.9678	top4	NOT	0	0
EFCAB7	-0.05901	0.97297	top4	NOT	0	0
EFCAB9	-0.084954	0.94415	top4	NOT	0	0
EFCC1	0.003695	0.99788	top4	NOT	0	0
EFEMP1	0.041101	0.99183	top4	NOT	0	0
EFEMP2	-0.0099142	0.99276	top4	NOT	0	0
EFHB	-0.053181	0.97658	top4	NOT	0	0
EFHC1	0.052965	0.98391	top4	NOT	0	0
EFHC2	0.034866	0.99276	top4	NOT	0	0
EFHD1	0.15814	0.81895	top4	NOT	0	0
EFHD2	1.0702e-4	0.99749	top4	NOT	0	0
EFNA1	-0.074079	0.96087	top4	NOT	0	0
EFNA2	0.040323	0.99256	top4	NOT	0	0
EFNA3	0.018339	0.99749	top4	NOT	0	0
EFNA4	0.090962	0.95746	top4	NOT	0	0
EFNA5	0.0020397	0.99749	top4	NOT	0	0
EFNB1	-0.066188	0.9678	top4	NOT	0	0
EFNB2	0.19881	0.64896	top4	NOT	0	0
EFNB3	0.114	0.93425	top4	NOT	0	0
EFR3A	-0.12669	0.87489	top4	NOT	0	0
EFR3B	0.0035605	0.99788	top4	NOT	0	0
EFS	0.16428	0.79767	top4	NOT	0	0
EFTUD1	0.36114	0.12376	top4	NOT	0	0
EFTUD2	-0.074849	0.96087	top4	NOT	0	0
EGF	-0.040398	0.98163	top4	NOT	0	0
EGFL6	-0.088556	0.93857	top4	NOT	0	0
EGFL7	0.13099	0.88267	top4	NOT	0	0
EGFL8	0.046729	0.98986	top4	NOT	0	0
EGFLAM	-0.04957	0.97782	top4	NOT	0	0
EGFR	-0.0050046	0.99513	top4	NOT	0	0
EGLN1	-0.044804	0.98163	top4	NOT	0	0
EGLN2	-0.061496	0.96924	top4	NOT	0	0
EGLN3	0.017462	0.99749	top4	NOT	0	0
EGR1	0.062282	0.98057	top4	NOT	0	0
EGR2	-0.052642	0.97772	top4	NOT	0	0
EGR3	0.028987	0.99276	top4	NOT	0	0
EGR4	0.068767	0.97647	top4	NOT	0	0
EHBP1	0.10422	0.93857	top4	NOT	0	0
EHBP1L1	0.013846	0.99749	top4	NOT	0	0
EHD1	0.07659	0.96897	top4	NOT	0	0
EHD2	0.034105	0.99276	top4	NOT	0	0
EHD3	-0.012489	0.99276	top4	NOT	0	0
EHD4	0.0034375	0.99788	top4	NOT	0	0
EHF	0.015926	0.99749	top4	NOT	0	0
EHHADH	0.059128	0.98163	top4	NOT	0	0
EHMT1	-0.025254	0.99183	top4	NOT	0	0
EHMT2	0.039956	0.99256	top4	NOT	0	0
EID1	-0.046599	0.98057	top4	NOT	0	0
EID2	-0.08648	0.94195	top4	NOT	0	0
EID2B	0.022092	0.99445	top4	NOT	0	0
EID3	-0.040511	0.98163	top4	NOT	0	0
EIF1	0.1981	0.64896	top4	NOT	0	0
EIF1AD	0.028303	0.99276	top4	NOT	0	0
EIF1AX	0.20883	0.60405	top4	NOT	0	0
EIF1AY	0.10143	0.93857	top4	NOT	0	0
EIF1B	0.04637	0.98986	top4	NOT	0	0
EIF2A	-0.02878	0.99092	top4	NOT	0	0
EIF2AK1	0.017269	0.99749	top4	NOT	0	0
EIF2AK2	-0.0086016	0.99321	top4	NOT	0	0
EIF2AK3	-0.077355	0.95672	top4	NOT	0	0
EIF2AK4	-0.11855	0.88267	top4	NOT	0	0
EIF2B1	0.054347	0.98163	top4	NOT	0	0
EIF2B2	-0.19131	0.64511	top4	NOT	0	0
EIF2B3	-0.25962	0.31976	top4	NOT	0	0
EIF2B4	0.042242	0.9916	top4	NOT	0	0
EIF2B5	-0.26232	0.31317	top4	NOT	0	0
EIF2D	0.095965	0.95163	top4	NOT	0	0
EIF2S1	-0.17025	0.71292	top4	NOT	0	0
EIF2S2	0.13004	0.88301	top4	NOT	0	0
EIF2S3	-0.021297	0.99276	top4	NOT	0	0
EIF3A	0.013689	0.99749	top4	NOT	0	0
EIF3B	0.057246	0.98163	top4	NOT	0	0
EIF3CL	0.11888	0.96472	top4	NOT	0	0
EIF3D	-0.4092	0.070796	top4	DOWN	0	1
EIF3E	-0.091589	0.93664	top4	NOT	0	0
EIF3F	-0.39507	0.07874	top4	DOWN	0	1
EIF3G	-0.13507	0.86037	top4	NOT	0	0
EIF3H	-0.051331	0.97782	top4	NOT	0	0
EIF3I	-0.072761	0.9615	top4	NOT	0	0
EIF3J	0.10894	0.93425	top4	NOT	0	0
EIF3K	-0.034645	0.98493	top4	NOT	0	0
EIF3L	0.042372	0.9916	top4	NOT	0	0
EIF3M	-0.082065	0.95163	top4	NOT	0	0
EIF4A1	0.18559	0.69769	top4	NOT	0	0
EIF4A2	-0.0084745	0.99341	top4	NOT	0	0
EIF4A3	-0.3659	0.096154	top4	DOWN	0	1
EIF4B	-0.07637	0.9685	top4	NOT	0	0
EIF4E	-0.80261	0	top4	DOWN	0	1
EIF4E1B	0.047538	0.9888	top4	NOT	0	0
EIF4E2	0.09804	0.94529	top4	NOT	0	0
EIF4E3	-0.025979	0.99183	top4	NOT	0	0
EIF4EBP1	0.064344	0.97782	top4	NOT	0	0
EIF4EBP2	0.007202	0.99905	top4	NOT	0	0
EIF4EBP3	0.045362	0.9899	top4	NOT	0	0
EIF4ENIF1	-0.10164	0.93425	top4	NOT	0	0
EIF4G1	0.14857	0.85714	top4	NOT	0	0
EIF4G2	-0.12441	0.87618	top4	NOT	0	0
EIF4G3	0.15618	0.8299	top4	NOT	0	0
EIF4H	0.1947	0.65881	top4	NOT	0	0
EIF5	-0.020531	0.99276	top4	NOT	0	0
EIF5A	-0.2225	0.47903	top4	NOT	0	0
EIF5A2	2.0121e-4	0.99749	top4	NOT	0	0
EIF5AL1	0.15769	0.81971	top4	NOT	0	0
EIF5B	0.0053184	0.99832	top4	NOT	0	0
EIF6	-0.032897	0.98817	top4	NOT	0	0
ELAC1	-0.15369	0.79786	top4	NOT	0	0
ELAC2	0.089631	0.95983	top4	NOT	0	0
ELANE	0.081998	0.9678	top4	NOT	0	0
ELAVL1	0.12363	0.91105	top4	NOT	0	0
ELAVL2	0.10011	0.94169	top4	NOT	0	0
ELAVL3	0.1675	0.79462	top4	NOT	0	0
ELAVL4	0.098409	0.9441	top4	NOT	0	0
ELF1	-0.065509	0.9678	top4	NOT	0	0
ELF2	-0.094275	0.93425	top4	NOT	0	0
ELF3	0.037152	0.99276	top4	NOT	0	0
ELF4	0.045483	0.9899	top4	NOT	0	0
ELF5	0.098156	0.94526	top4	NOT	0	0
ELFN1	-0.11316	0.89965	top4	NOT	0	0
ELFN2	0.01142	0.99823	top4	NOT	0	0
ELK1	0.055855	0.98163	top4	NOT	0	0
ELK3	-0.11872	0.88267	top4	NOT	0	0
ELK4	-0.05053	0.97782	top4	NOT	0	0
ELL	-0.25193	0.34659	top4	NOT	0	0
ELL2	-0.051802	0.97782	top4	NOT	0	0
ELL3	-0.0085041	0.99321	top4	NOT	0	0
ELMO1	0.042674	0.9916	top4	NOT	0	0
ELMO2	-0.1704	0.7112	top4	NOT	0	0
ELMO3	0.069173	0.97647	top4	NOT	0	0
ELMOD1	0.12505	0.90342	top4	NOT	0	0
ELMOD2	0.22684000000000001	0.5189	top4	NOT	0	0
ELMOD3	0.039454	0.99256	top4	NOT	0	0
ELMSAN1	-0.1219	0.87673	top4	NOT	0	0
ELN	0.066714	0.97782	top4	NOT	0	0
ELOF1	0.23455	0.48642	top4	NOT	0	0
ELOVL1	-0.13253	0.86244	top4	NOT	0	0
ELOVL2	-0.01825	0.99276	top4	NOT	0	0
ELOVL3	-0.058936	0.97301	top4	NOT	0	0
ELOVL4	-0.014515	0.99276	top4	NOT	0	0
ELOVL5	0.018993	0.99675	top4	NOT	0	0
ELOVL6	0.14638	0.86241	top4	NOT	0	0
ELOVL7	-0.086927	0.94039	top4	NOT	0	0
ELP2	0.19837	0.64896	top4	NOT	0	0
ELP3	0.15916	0.81508	top4	NOT	0	0
ELP4	-0.0074888	0.99445	top4	NOT	0	0
ELP5	0.24826	0.42492	top4	NOT	0	0
ELP6	-0.0068839	0.99445	top4	NOT	0	0
ELSPBP1	-0.067983	0.9678	top4	NOT	0	0
ELTD1	0.059989	0.98163	top4	NOT	0	0
EMB	-0.058689	0.97324	top4	NOT	0	0
EMC1	0.030677	0.99276	top4	NOT	0	0
EMC10	0.070204	0.97647	top4	NOT	0	0
EMC2	-0.10031	0.93425	top4	NOT	0	0
EMC3	0.22952	0.50827	top4	NOT	0	0
EMC4	0.014704	0.99749	top4	NOT	0	0
EMC6	-0.033189	0.98807	top4	NOT	0	0
EMC7	0.049917	0.98566	top4	NOT	0	0
EMC8	-0.069259	0.9678	top4	NOT	0	0
EMC9	0.10962	0.93425	top4	NOT	0	0
EMCN	-0.054531	0.97647	top4	NOT	0	0
EMD	-0.055203	0.97647	top4	NOT	0	0
EME1	-0.026248	0.99183	top4	NOT	0	0
EME2	0.091899	0.95672	top4	NOT	0	0
EMID1	0.028524	0.99276	top4	NOT	0	0
EMILIN1	-0.081793	0.95163	top4	NOT	0	0
EMILIN2	0.0031237	0.99788	top4	NOT	0	0
EMILIN3	-0.052762	0.97749	top4	NOT	0	0
EML1	-0.058957	0.97301	top4	NOT	0	0
EML2	0.014964	0.99749	top4	NOT	0	0
EML3	-0.10769	0.91599	top4	NOT	0	0
EML4	-0.081163	0.95163	top4	NOT	0	0
EML5	0.083091	0.9678	top4	NOT	0	0
EML6	0.023792	0.9944	top4	NOT	0	0
EMP1	0.028856	0.99276	top4	NOT	0	0
EMP2	-0.10905	0.91311	top4	NOT	0	0
EMP3	0.039583	0.99256	top4	NOT	0	0
EMR1	0.047505	0.9888	top4	NOT	0	0
EMR2	0.029441	0.99276	top4	NOT	0	0
EMR3	0.17942	0.72359	top4	NOT	0	0
EMX1	0.042443	0.9916	top4	NOT	0	0
EMX2	0.050273	0.98493	top4	NOT	0	0
EN1	0.037091	0.99276	top4	NOT	0	0
EN2	-0.020125	0.99276	top4	NOT	0	0
ENAH	-0.037952	0.98163	top4	NOT	0	0
ENAM	-0.14938	0.81508	top4	NOT	0	0
ENC1	0.067644	0.97737	top4	NOT	0	0
ENDOD1	0.1096	0.93425	top4	NOT	0	0
ENDOG	0.0093091	0.99832	top4	NOT	0	0
ENDOU	0.13745	0.87489	top4	NOT	0	0
ENDOV	0.097368	0.94736	top4	NOT	0	0
ENG	0.12363	0.91105	top4	NOT	0	0
ENGASE	-0.078422	0.95672	top4	NOT	0	0
ENHO	0.050607	0.98493	top4	NOT	0	0
ENKD1	0.095741	0.95163	top4	NOT	0	0
ENKUR	-0.093559	0.93549	top4	NOT	0	0
ENO1	0.15323	0.84594	top4	NOT	0	0
ENO2	-0.093692	0.93545	top4	NOT	0	0
ENO3	0.11803	0.92525	top4	NOT	0	0
ENOPH1	-0.01665	0.99276	top4	NOT	0	0
ENOSF1	-0.058587	0.97326	top4	NOT	0	0
ENOX1	0.10092	0.93857	top4	NOT	0	0
ENOX2	-0.012649	0.99276	top4	NOT	0	0
ENPEP	4.6214e-4	0.99749	top4	NOT	0	0
ENPP1	-0.056146	0.97647	top4	NOT	0	0
ENPP2	0.13604	0.87618	top4	NOT	0	0
ENPP3	0.05161	0.98433	top4	NOT	0	0
ENPP4	-0.17187	0.70588	top4	NOT	0	0
ENPP5	-0.037144	0.98391	top4	NOT	0	0
ENPP6	-0.12675	0.87489	top4	NOT	0	0
ENPP7	-0.067123	0.9678	top4	NOT	0	0
ENSA	0.074876	0.96963	top4	NOT	0	0
ENTHD1	0.12901	0.8881	top4	NOT	0	0
ENTHD2	0.035541	0.99276	top4	NOT	0	0
ENTPD1	0.14368	0.86689	top4	NOT	0	0
ENTPD2	0.010439	0.99832	top4	NOT	0	0
ENTPD3	0.086312	0.9615	top4	NOT	0	0
ENTPD4	0.21287	0.58454	top4	NOT	0	0
ENTPD5	0.050428	0.98493	top4	NOT	0	0
ENTPD6	0.010338	0.99832	top4	NOT	0	0
ENTPD7	-0.029097	0.9899	top4	NOT	0	0
ENTPD8	-0.03945	0.98163	top4	NOT	0	0
ENY2	-0.042675	0.98163	top4	NOT	0	0
EOGT	-0.11551	0.88883	top4	NOT	0	0
EOMES	0.10521	0.93664	top4	NOT	0	0
EP300	-0.08479	0.94526	top4	NOT	0	0
EP400	0.10293	0.93857	top4	NOT	0	0
EPAS1	-0.058223	0.97506	top4	NOT	0	0
EPB41	0.015456	0.99749	top4	NOT	0	0
EPB41L1	0.024018	0.99362	top4	NOT	0	0
EPB41L2	-0.17106	0.70894	top4	NOT	0	0
EPB41L3	-0.033292	0.98807	top4	NOT	0	0
EPB41L4A	-0.042618	0.98163	top4	NOT	0	0
EPB41L4B	-0.041124	0.98163	top4	NOT	0	0
EPB41L5	0.042492	0.9916	top4	NOT	0	0
EPB42	-0.0096035	0.99276	top4	NOT	0	0
